date,home_team,away_team,neutral,tournament,home_win_rate,home_draw_rate,home_avg_goals_scored,home_avg_goals_conceded,away_win_rate,away_draw_rate,away_avg_goals_scored,away_avg_goals_conceded,elo_diff,home_elo,away_elo,h2h_home_win_rate,h2h_avg_goal_diff,result
1989-10-24,North Korea,China,True,FIFA World Cup qualification,0.6,0.2,1.5,0.6,0.6,0.1,1.6,0.7,0.0,1500.0,1500.0,0.5,0.0,away_win
1989-10-25,Belgium,Luxembourg,False,FIFA World Cup qualification,0.5,0.3,1.7,0.8,0.0,0.1,0.2,2.6,303.0,1803.0,1500.0,1.0,3.8333333333333335,draw
1989-10-25,Czechoslovakia,Switzerland,False,FIFA World Cup qualification,0.5,0.3,1.4,0.8,0.1,0.5,1.0,1.2,-238.0,1500.0,1738.0,0.5,0.0,home_win
1989-10-25,Poland,Sweden,False,FIFA World Cup qualification,0.3,0.2,0.9,1.5,0.5,0.3,1.1,0.7,-451.0,1500.0,1951.0,0.5,0.0,away_win
1989-10-25,Saudi Arabia,South Korea,True,FIFA World Cup qualification,0.5,0.4,1.1,0.7,0.8,0.2,2.7,0.0,-149.0,1575.0,1724.0,0.5,0.0,away_win
1989-10-25,Türkiye,Austria,False,FIFA World Cup qualification,0.2,0.2,1.1,2.0,0.3,0.4,0.9,1.1,-152.0,1581.0,1733.0,0.2,-1.0,home_win
1989-10-28,Saudi Arabia,North Korea,True,FIFA World Cup qualification,0.4,0.4,1.0,0.9,0.5,0.2,1.3,0.7,75.0,1575.0,1500.0,0.5,0.0,home_win
1989-10-28,Cyprus,Yugoslavia,True,FIFA World Cup qualification,0.0,0.1,0.5,3.0,0.7,0.2,2.1,1.1,0.0,1500.0,1500.0,0.0,-4.0,away_win
1989-10-28,Qatar,China,True,FIFA World Cup qualification,0.3,0.6,1.0,0.7,0.7,0.0,1.7,0.7,-53.0,1447.0,1500.0,0.5,0.0,home_win
1989-10-28,United Arab Emirates,South Korea,True,FIFA World Cup qualification,0.5,0.3,1.6,0.7,0.9,0.1,2.9,0.0,-224.0,1500.0,1724.0,0.5,0.0,draw
1989-10-30,Israel,Colombia,False,FIFA World Cup qualification,0.3,0.4,1.6,1.1,0.5,0.3,1.3,0.8,-317.0,1500.0,1817.0,0.5,0.0,draw
1989-11-15,Russia,Türkiye,True,FIFA World Cup qualification,0.5,0.3,1.4,0.7,0.3,0.1,1.4,2.0,-81.0,1500.0,1581.0,0.8888888888888888,1.8888888888888888,home_win
1989-11-15,Scotland,Norway,False,FIFA World Cup qualification,0.6,0.2,1.4,1.1,0.2,0.2,1.1,1.3,127.0,1795.0,1668.0,1.0,2.0,draw
1989-11-15,Romania,Denmark,False,FIFA World Cup qualification,0.6,0.2,1.6,0.7,0.4,0.2,1.7,1.1,0.0,1500.0,1500.0,0.3333333333333333,0.6666666666666666,home_win
1989-11-15,Switzerland,Luxembourg,False,FIFA World Cup qualification,0.1,0.4,0.9,1.4,0.0,0.2,0.3,2.5,238.0,1738.0,1500.0,1.0,1.8,home_win
1989-11-15,Spain,Hungary,False,FIFA World Cup qualification,0.6,0.1,1.9,0.8,0.4,0.4,1.4,1.1,399.0,1899.0,1500.0,0.5,0.0,home_win
1989-11-15,Portugal,Czechoslovakia,False,FIFA World Cup qualification,0.5,0.2,1.2,1.1,0.6,0.2,1.6,0.7,257.0,1757.0,1500.0,0.2857142857142857,-0.7142857142857143,draw
1989-11-15,Netherlands,Finland,False,FIFA World Cup qualification,0.7,0.2,1.3,0.5,0.2,0.1,0.7,2.2,547.0,2047.0,1500.0,1.0,2.0,home_win
1989-11-15,Malta,Republic of Ireland,False,FIFA World Cup qualification,0.0,0.3,0.4,1.9,0.5,0.3,1.0,0.4,0.0,1500.0,1500.0,0.0,-3.6666666666666665,away_win
1989-11-15,Greece,Bulgaria,False,FIFA World Cup qualification,0.2,0.3,0.7,2.3,0.4,0.1,1.5,1.1,0.0,1500.0,1500.0,0.3333333333333333,-1.0,home_win
1989-11-15,Germany,Wales,False,FIFA World Cup qualification,0.4,0.4,1.9,0.8,0.2,0.3,0.9,1.0,483.0,1983.0,1500.0,0.6666666666666666,2.0,home_win
1989-11-15,Austria,German DR,False,FIFA World Cup qualification,0.3,0.4,0.7,1.1,0.5,0.2,1.4,1.2,233.0,1733.0,1500.0,0.0,-0.2,home_win
1989-11-15,Albania,Poland,False,FIFA World Cup qualification,0.0,0.0,0.4,2.7,0.3,0.1,0.9,1.7,0.0,1500.0,1500.0,0.0,-1.0,away_win
1989-11-17,Egypt,Algeria,False,FIFA World Cup qualification,0.4,0.4,0.9,0.3,0.4,0.5,1.0,0.5,80.0,1657.0,1577.0,0.0,-0.6666666666666666,home_win
1989-11-18,France,Cyprus,False,FIFA World Cup qualification,0.2,0.5,1.0,1.0,0.0,0.1,0.6,2.4,350.0,1850.0,1500.0,0.6666666666666666,3.6666666666666665,home_win
1989-11-19,Tunisia,Cameroon,False,FIFA World Cup qualification,0.4,0.1,1.0,1.3,0.7,0.2,1.3,0.6,-22.0,1478.0,1500.0,0.5,0.0,away_win
1990-03-02,Algeria,Nigeria,False,African Cup of Nations,0.4,0.4,0.9,0.5,0.3,0.4,0.9,0.8,141.0,1641.0,1500.0,0.5,0.16666666666666666,home_win
1990-03-02,Ivory Coast,Egypt,True,African Cup of Nations,0.3,0.5,1.1,0.6,0.5,0.4,1.0,0.2,-26.0,1665.0,1691.0,0.0,-1.6,home_win
1990-03-03,Cameroon,Zambia,True,African Cup of Nations,0.8,0.1,1.4,0.6,0.3,0.1,0.9,1.1,0.0,1500.0,1500.0,0.3333333333333333,-0.6666666666666666,away_win
1990-03-03,Senegal,Kenya,True,African Cup of Nations,0.3,0.2,0.6,0.7,0.1,0.4,0.3,1.3,51.0,1551.0,1500.0,0.5,0.0,draw
1990-03-05,Algeria,Ivory Coast,False,African Cup of Nations,0.5,0.4,1.4,0.5,0.4,0.5,1.4,0.6,-24.0,1641.0,1665.0,0.25,-0.5,home_win
1990-03-05,Nigeria,Egypt,True,African Cup of Nations,0.3,0.3,0.9,1.2,0.4,0.4,0.8,0.5,-191.0,1500.0,1691.0,0.42857142857142855,0.14285714285714285,home_win
1990-03-06,Zambia,Kenya,True,African Cup of Nations,0.4,0.1,1.0,1.0,0.1,0.5,0.2,1.0,0.0,1500.0,1500.0,0.5,0.0,home_win
1990-03-06,Cameroon,Senegal,True,African Cup of Nations,0.7,0.1,1.3,0.7,0.3,0.3,0.5,0.5,-51.0,1500.0,1551.0,0.5,0.0,away_win
1990-03-08,Algeria,Egypt,False,African Cup of Nations,0.5,0.4,1.6,0.5,0.4,0.3,0.8,0.6,-50.0,1641.0,1691.0,0.25,0.25,home_win
1990-03-08,Nigeria,Ivory Coast,True,African Cup of Nations,0.4,0.2,1.0,1.2,0.3,0.5,1.1,0.7,-165.0,1500.0,1665.0,0.3333333333333333,1.3333333333333333,home_win
1990-03-09,Cameroon,Kenya,True,African Cup of Nations,0.6,0.1,1.2,0.9,0.1,0.5,0.2,0.8,0.0,1500.0,1500.0,0.5,0.0,home_win
1990-03-09,Zambia,Senegal,True,African Cup of Nations,0.5,0.1,0.9,0.7,0.4,0.3,0.7,0.4,-51.0,1500.0,1551.0,0.5,0.0,draw
1990-03-12,Algeria,Senegal,False,African Cup of Nations,0.6,0.3,1.7,0.4,0.4,0.3,0.6,0.3,90.0,1641.0,1551.0,0.5,0.0,home_win
1990-03-12,Nigeria,Zambia,True,African Cup of Nations,0.5,0.1,1.0,1.1,0.5,0.1,0.9,0.7,0.0,1500.0,1500.0,0.5,0.0,home_win
1990-03-15,Senegal,Zambia,True,African Cup of Nations,0.4,0.3,0.7,0.4,0.5,0.1,0.9,0.8,51.0,1551.0,1500.0,0.5,0.0,away_win
1990-03-16,Algeria,Nigeria,False,African Cup of Nations,0.7,0.2,1.8,0.4,0.6,0.1,1.2,1.0,141.0,1641.0,1500.0,0.5714285714285714,0.7142857142857143,home_win
1990-05-30,Iceland,Albania,False,UEFA Euro qualification,0.2,0.4,0.7,1.3,0.0,0.0,0.4,2.7,0.0,1500.0,1500.0,0.5,0.0,home_win
1990-06-08,Argentina,Cameroon,True,FIFA World Cup,0.3,0.3,0.6,0.7,0.7,0.0,1.3,0.8,302.0,1802.0,1500.0,0.5,0.0,away_win
1990-06-09,Italy,Austria,False,FIFA World Cup,0.6,0.2,1.5,0.5,0.3,0.4,0.9,1.1,-222.0,1500.0,1722.0,0.75,0.75,home_win
1990-06-09,Russia,Romania,True,FIFA World Cup,0.5,0.3,1.3,0.6,0.7,0.2,1.9,0.7,0.0,1500.0,1500.0,0.5,0.0,away_win
1990-06-09,United Arab Emirates,Colombia,True,FIFA World Cup,0.5,0.4,1.7,0.7,0.4,0.4,1.1,0.7,-325.0,1500.0,1825.0,0.5,0.0,away_win
1990-06-10,USA,Czechoslovakia,True,FIFA World Cup,0.4,0.2,1.5,1.4,0.6,0.2,1.5,0.6,107.0,1607.0,1500.0,0.5,0.0,away_win
1990-06-10,Brazil,Sweden,True,FIFA World Cup,0.7,0.3,2.0,0.1,0.5,0.3,1.2,0.7,50.0,2008.0,1958.0,0.75,2.75,home_win
1990-06-10,Germany,Yugoslavia,True,FIFA World Cup,0.5,0.4,1.9,0.6,0.7,0.2,2.0,1.2,501.0,2001.0,1500.0,0.7142857142857143,1.0,home_win
1990-06-11,Costa Rica,Scotland,True,FIFA World Cup,0.5,0.3,1.9,0.6,0.5,0.3,1.3,1.2,-267.0,1500.0,1767.0,0.5,0.0,home_win
1990-06-11,England,Republic of Ireland,True,FIFA World Cup,0.4,0.3,1.6,0.8,0.5,0.3,1.1,0.4,444.0,1944.0,1500.0,0.4,1.0,draw
1990-06-12,Belgium,South Korea,True,FIFA World Cup,0.5,0.4,1.8,0.7,0.8,0.2,2.7,0.1,112.0,1853.0,1741.0,0.5,0.0,home_win
1990-06-12,Netherlands,Egypt,True,FIFA World Cup,0.8,0.2,1.6,0.4,0.3,0.3,0.6,0.8,357.0,2048.0,1691.0,0.5,0.0,draw
1990-06-13,Argentina,Russia,True,FIFA World Cup,0.2,0.3,0.3,0.8,0.4,0.3,1.1,0.8,302.0,1802.0,1500.0,0.5,0.0,home_win
1990-06-13,Uruguay,Spain,True,FIFA World Cup,0.7,0.0,1.8,0.4,0.6,0.1,2.0,0.6,-47.0,1878.0,1925.0,0.5,0.0,draw
1990-06-14,Cameroon,Romania,True,FIFA World Cup,0.7,0.0,1.1,0.7,0.7,0.2,1.6,0.6,0.0,1500.0,1500.0,0.5,0.0,home_win
1990-06-14,Italy,USA,False,FIFA World Cup,0.6,0.2,1.1,0.5,0.4,0.1,1.4,1.7,-107.0,1500.0,1607.0,0.5,0.0,home_win
1990-06-14,Yugoslavia,Colombia,True,FIFA World Cup,0.7,0.2,2.0,1.2,0.4,0.4,0.9,0.5,-325.0,1500.0,1825.0,0.5,0.0,home_win
1990-06-15,Austria,Czechoslovakia,True,FIFA World Cup,0.3,0.4,0.9,1.0,0.7,0.2,2.0,0.4,222.0,1722.0,1500.0,0.5,0.0,away_win
1990-06-15,Germany,United Arab Emirates,True,FIFA World Cup,0.6,0.3,2.2,0.6,0.4,0.4,1.6,0.9,501.0,2001.0,1500.0,0.5,0.0,home_win
1990-06-16,Brazil,Costa Rica,True,FIFA World Cup,0.8,0.2,2.2,0.2,0.5,0.3,1.7,0.5,508.0,2008.0,1500.0,0.5,0.0,home_win
1990-06-16,England,Netherlands,True,FIFA World Cup,0.3,0.4,1.3,0.8,0.7,0.3,1.4,0.4,-104.0,1944.0,2048.0,0.5,0.0,draw
1990-06-16,Sweden,Scotland,True,FIFA World Cup,0.4,0.3,1.2,0.9,0.4,0.3,1.2,1.3,191.0,1958.0,1767.0,0.5,0.0,away_win
1990-06-17,South Korea,Spain,True,FIFA World Cup,0.7,0.2,1.8,0.3,0.6,0.2,2.0,0.5,-184.0,1741.0,1925.0,0.5,0.0,away_win
1990-06-17,Belgium,Uruguay,True,FIFA World Cup,0.6,0.4,2.0,0.5,0.6,0.1,1.5,0.4,-25.0,1853.0,1878.0,0.5,0.0,home_win
1990-06-17,Republic of Ireland,Egypt,True,FIFA World Cup,0.5,0.3,1.1,0.4,0.3,0.3,0.6,0.8,-191.0,1500.0,1691.0,0.5,0.0,draw
1990-06-18,Argentina,Romania,True,FIFA World Cup,0.3,0.3,0.5,0.7,0.6,0.2,1.4,0.7,302.0,1802.0,1500.0,0.5,0.0,draw
1990-06-18,Cameroon,Russia,True,FIFA World Cup,0.8,0.0,1.3,0.6,0.4,0.3,1.1,0.8,0.0,1500.0,1500.0,0.5,0.0,away_win
1990-06-19,Austria,USA,True,FIFA World Cup,0.3,0.3,0.9,1.1,0.4,0.1,1.4,1.6,115.0,1722.0,1607.0,0.5,0.0,home_win
1990-06-19,Germany,Colombia,True,FIFA World Cup,0.6,0.3,2.5,0.7,0.4,0.4,0.9,0.5,176.0,2001.0,1825.0,0.5,0.0,draw
1990-06-19,Italy,Czechoslovakia,False,FIFA World Cup,0.6,0.2,1.1,0.5,0.7,0.2,1.9,0.4,0.0,1500.0,1500.0,0.25,-0.25,home_win
1990-06-19,Yugoslavia,United Arab Emirates,True,FIFA World Cup,0.7,0.2,1.8,1.0,0.4,0.4,1.5,1.1,0.0,1500.0,1500.0,0.5,0.0,home_win
1990-06-20,Brazil,Scotland,True,FIFA World Cup,0.9,0.1,2.3,0.2,0.5,0.2,1.4,1.4,241.0,2008.0,1767.0,0.5,0.0,home_win
1990-06-20,Sweden,Costa Rica,True,FIFA World Cup,0.4,0.2,1.2,1.0,0.4,0.3,1.6,0.6,458.0,1958.0,1500.0,0.5,0.0,away_win
1990-06-21,South Korea,Uruguay,True,FIFA World Cup,0.6,0.2,1.6,0.6,0.5,0.1,1.3,0.7,-137.0,1741.0,1878.0,0.5,0.0,away_win
1990-06-21,Belgium,Spain,True,FIFA World Cup,0.6,0.4,2.0,0.6,0.7,0.2,2.3,0.4,-72.0,1853.0,1925.0,0.5,0.5,away_win
1990-06-21,England,Egypt,True,FIFA World Cup,0.3,0.5,1.3,0.7,0.3,0.3,0.6,0.8,253.0,1944.0,1691.0,0.5,0.0,home_win
1990-06-21,Republic of Ireland,Netherlands,True,FIFA World Cup,0.5,0.4,1.1,0.3,0.6,0.4,1.3,0.4,-548.0,1500.0,2048.0,0.16666666666666666,-0.8333333333333334,draw
1990-06-23,Czechoslovakia,Costa Rica,True,FIFA World Cup,0.6,0.2,1.7,0.6,0.5,0.2,1.8,0.7,0.0,1500.0,1500.0,0.5,0.0,home_win
1990-06-23,Cameroon,Colombia,True,FIFA World Cup,0.7,0.0,1.1,0.9,0.4,0.4,1.0,0.6,-325.0,1500.0,1825.0,0.5,0.0,home_win
1990-06-24,Brazil,Argentina,True,FIFA World Cup,0.9,0.1,2.2,0.2,0.3,0.4,0.5,0.6,206.0,2008.0,1802.0,0.6,0.7,away_win
1990-06-24,Germany,Netherlands,True,FIFA World Cup,0.5,0.4,2.4,0.8,0.5,0.5,1.2,0.4,-47.0,2001.0,2048.0,0.3333333333333333,0.16666666666666666,home_win
1990-06-25,Republic of Ireland,Romania,True,FIFA World Cup,0.5,0.4,1.2,0.4,0.5,0.3,1.4,0.8,0.0,1500.0,1500.0,0.5,0.0,draw
1990-06-25,Italy,Uruguay,False,FIFA World Cup,0.7,0.2,1.3,0.4,0.6,0.1,1.4,0.6,-378.0,1500.0,1878.0,0.5,0.0,home_win
1990-06-26,England,Belgium,True,FIFA World Cup,0.4,0.5,1.3,0.4,0.5,0.4,2.0,0.8,91.0,1944.0,1853.0,0.5,0.0,home_win
1990-06-26,Spain,Yugoslavia,True,FIFA World Cup,0.7,0.2,2.3,0.5,0.8,0.1,2.1,1.0,425.0,1925.0,1500.0,0.5,0.3,away_win
1990-06-30,Italy,Republic of Ireland,False,FIFA World Cup,0.8,0.1,1.5,0.4,0.5,0.5,1.2,0.2,0.0,1500.0,1500.0,0.5,0.0,home_win
1990-06-30,Yugoslavia,Argentina,True,FIFA World Cup,0.8,0.1,2.0,0.9,0.3,0.4,0.5,0.6,-302.0,1500.0,1802.0,0.5,0.0,draw
1990-07-01,Cameroon,England,True,FIFA World Cup,0.7,0.0,1.1,0.9,0.5,0.5,1.3,0.1,-444.0,1500.0,1944.0,0.5,0.0,away_win
1990-07-01,Germany,Czechoslovakia,True,FIFA World Cup,0.6,0.4,2.5,0.7,0.7,0.1,2.1,0.7,501.0,2001.0,1500.0,0.3333333333333333,0.5,home_win
1990-07-03,Italy,Argentina,False,FIFA World Cup,0.8,0.1,1.4,0.3,0.3,0.4,0.5,0.6,-302.0,1500.0,1802.0,0.5,0.5,draw
1990-07-04,Germany,England,True,FIFA World Cup,0.6,0.4,2.2,0.7,0.6,0.4,1.6,0.3,57.0,2001.0,1944.0,0.4,0.2,draw
1990-07-07,Italy,England,False,FIFA World Cup,0.7,0.2,1.2,0.4,0.5,0.5,1.5,0.4,-444.0,1500.0,1944.0,0.6666666666666666,0.3333333333333333,home_win
1990-07-08,Germany,Argentina,True,FIFA World Cup,0.6,0.4,2.3,0.8,0.2,0.5,0.5,0.7,199.0,2001.0,1802.0,0.3333333333333333,0.3333333333333333,home_win
1990-09-05,Iceland,France,False,UEFA Euro qualification,0.2,0.4,0.8,1.3,0.3,0.4,1.1,0.9,-365.0,1500.0,1865.0,0.0,-2.8333333333333335,away_win
1990-09-12,Faroe Islands,Austria,True,UEFA Euro qualification,0.5,0.22,1.5,1.5,0.4,0.3,1.1,1.0,-222.0,1500.0,1722.0,0.5,0.0,home_win
1990-09-12,Finland,Portugal,False,UEFA Euro qualification,0.2,0.1,0.7,2.2,0.5,0.2,1.2,1.1,-278.0,1500.0,1778.0,0.5,0.0,draw
1990-09-12,Northern Ireland,Yugoslavia,False,UEFA Euro qualification,0.3,0.1,0.7,1.5,0.7,0.2,1.6,0.9,0.0,1500.0,1500.0,0.2,-0.8,away_win
1990-09-12,Russia,Norway,False,UEFA Euro qualification,0.5,0.2,1.4,0.7,0.2,0.3,1.2,1.3,-160.0,1500.0,1660.0,0.8333333333333334,2.0,home_win
1990-09-12,Scotland,Romania,False,UEFA Euro qualification,0.4,0.2,1.2,1.4,0.5,0.3,1.4,0.8,267.0,1767.0,1500.0,0.5,0.0,home_win
1990-09-12,Switzerland,Bulgaria,False,UEFA Euro qualification,0.2,0.3,1.1,1.5,0.3,0.1,1.1,1.1,175.0,1675.0,1500.0,0.5,0.0,home_win
1990-09-26,Czechoslovakia,Iceland,False,UEFA Euro qualification,0.7,0.1,2.0,0.6,0.2,0.4,0.9,1.3,0.0,1500.0,1500.0,0.5,0.0,home_win
1990-10-10,Denmark,Faroe Islands,False,UEFA Euro qualification,0.4,0.2,1.8,1.3,1.0,0.0,1.0,0.0,0.0,1500.0,1500.0,0.5,0.0,home_win
1990-10-10,Norway,Hungary,False,UEFA Euro qualification,0.2,0.2,1.1,1.4,0.4,0.4,1.2,1.2,160.0,1660.0,1500.0,0.16666666666666666,-2.3333333333333335,draw
1990-10-10,Spain,Iceland,False,UEFA Euro qualification,0.6,0.2,2.0,0.7,0.2,0.3,0.8,1.3,425.0,1925.0,1500.0,1.0,1.0,home_win
1990-10-13,France,Czechoslovakia,False,UEFA Euro qualification,0.4,0.3,1.2,0.9,0.7,0.1,1.7,0.6,365.0,1865.0,1500.0,0.25,-0.75,home_win
1990-10-17,Romania,Bulgaria,False,UEFA Euro qualification,0.4,0.3,1.2,0.9,0.2,0.1,0.8,1.3,0.0,1500.0,1500.0,1.0,1.5,away_win
1990-10-17,Wales,Belgium,False,UEFA Euro qualification,0.1,0.3,0.6,1.2,0.5,0.3,2.0,0.9,-353.0,1500.0,1853.0,0.5,0.0,home_win
1990-10-17,Portugal,Netherlands,False,UEFA Euro qualification,0.5,0.3,1.2,0.8,0.4,0.5,1.1,0.6,-270.0,1778.0,2048.0,0.5,0.0,home_win
1990-10-17,Scotland,Switzerland,False,UEFA Euro qualification,0.5,0.1,1.3,1.4,0.3,0.2,1.3,1.5,92.0,1767.0,1675.0,0.5,0.0,home_win
1990-10-17,Republic of Ireland,Türkiye,False,UEFA Euro qualification,0.5,0.4,1.2,0.3,0.3,0.1,1.4,1.4,-148.0,1500.0,1648.0,0.5,1.0,home_win
1990-10-17,Hungary,Italy,False,UEFA Euro qualification,0.3,0.5,0.9,1.2,0.8,0.1,1.3,0.4,0.0,1500.0,1500.0,0.5,0.0,draw
1990-10-17,England,Poland,False,UEFA Euro qualification,0.4,0.5,1.1,0.6,0.4,0.1,1.1,1.7,444.0,1944.0,1500.0,0.4,0.8,home_win
1990-10-17,Northern Ireland,Denmark,False,UEFA Euro qualification,0.3,0.1,0.7,1.4,0.4,0.2,2.1,1.4,0.0,1500.0,1500.0,0.5,0.0,draw
1990-10-31,Yugoslavia,Austria,False,UEFA Euro qualification,0.8,0.1,1.8,0.9,0.3,0.3,0.8,0.9,-222.0,1500.0,1722.0,0.5,0.0,home_win
1990-10-31,Luxembourg,Germany,False,UEFA Euro qualification,0.0,0.2,0.3,2.5,0.7,0.3,2.3,0.7,-501.0,1500.0,2001.0,0.5,0.0,away_win
1990-10-31,Greece,Malta,False,UEFA Euro qualification,0.2,0.3,0.5,2.2,0.0,0.3,0.4,2.0,0.0,1500.0,1500.0,0.5,1.0,home_win
1990-10-31,Hungary,Cyprus,False,UEFA Euro qualification,0.2,0.6,0.9,1.3,0.0,0.1,0.6,2.5,0.0,1500.0,1500.0,1.0,1.25,home_win
1990-11-03,Italy,Russia,False,UEFA Euro qualification,0.7,0.2,1.3,0.5,0.5,0.2,1.4,0.7,0.0,1500.0,1500.0,0.0,-1.0,draw
1990-11-14,Austria,Northern Ireland,False,UEFA Euro qualification,0.3,0.2,0.8,1.2,0.2,0.2,0.7,1.5,222.0,1722.0,1500.0,0.3333333333333333,0.0,draw
1990-11-14,Bulgaria,Scotland,False,UEFA Euro qualification,0.2,0.1,0.9,1.3,0.5,0.1,1.2,1.3,-267.0,1500.0,1767.0,0.5,0.0,draw
1990-11-14,Cyprus,Norway,False,UEFA Euro qualification,0.0,0.1,0.8,2.8,0.2,0.3,1.0,1.1,-160.0,1500.0,1660.0,0.5,0.0,away_win
1990-11-14,Czechoslovakia,Spain,False,UEFA Euro qualification,0.6,0.1,1.7,0.8,0.6,0.2,2.0,0.8,-425.0,1500.0,1925.0,0.6666666666666666,0.3333333333333333,home_win
1990-11-14,Denmark,Yugoslavia,False,UEFA Euro qualification,0.4,0.3,2.0,1.2,0.8,0.1,2.0,0.9,0.0,1500.0,1500.0,0.3333333333333333,1.0,away_win
1990-11-14,Republic of Ireland,England,False,UEFA Euro qualification,0.5,0.4,1.6,0.3,0.4,0.5,1.0,0.6,-444.0,1500.0,1944.0,0.16666666666666666,-0.8333333333333334,draw
1990-11-14,Luxembourg,Wales,False,UEFA Euro qualification,0.0,0.2,0.5,2.5,0.2,0.2,0.8,1.2,0.0,1500.0,1500.0,0.5,0.0,away_win
1990-11-14,San Marino,Switzerland,False,UEFA Euro qualification,0.5,0.22,1.5,1.5,0.3,0.1,1.3,1.6,-175.0,1500.0,1675.0,0.5,0.0,away_win
1990-11-14,Türkiye,Poland,False,UEFA Euro qualification,0.3,0.1,1.4,1.8,0.4,0.1,0.8,1.4,148.0,1648.0,1500.0,0.5,0.0,away_win
1990-11-17,Albania,France,False,UEFA Euro qualification,0.0,0.0,0.3,2.4,0.5,0.3,1.4,0.9,-365.0,1500.0,1865.0,0.5,0.0,away_win
1990-11-21,Netherlands,Greece,False,UEFA Euro qualification,0.3,0.5,1.0,0.7,0.3,0.2,0.8,2.1,548.0,2048.0,1500.0,0.6666666666666666,1.3333333333333333,home_win
1990-11-25,Malta,Finland,False,UEFA Euro qualification,0.0,0.2,0.3,2.3,0.2,0.2,0.7,2.1,0.0,1500.0,1500.0,0.5,0.0,draw
1990-12-05,Romania,San Marino,False,UEFA Euro qualification,0.3,0.3,0.9,1.2,0.0,0.0,0.0,4.0,0.0,1500.0,1500.0,0.5,0.0,home_win
1990-12-19,Malta,Netherlands,False,UEFA Euro qualification,0.0,0.3,0.4,2.3,0.4,0.4,1.2,0.7,-548.0,1500.0,2048.0,0.5,0.0,away_win
1990-12-19,Spain,Albania,False,UEFA Euro qualification,0.5,0.2,2.0,1.1,0.0,0.0,0.3,2.4,425.0,1925.0,1500.0,0.5,0.0,home_win
1990-12-22,Cyprus,Italy,False,UEFA Euro qualification,0.0,0.1,0.8,2.7,0.6,0.3,1.1,0.5,0.0,1500.0,1500.0,0.0,-2.25,away_win
1991-01-23,Greece,Portugal,False,UEFA Euro qualification,0.2,0.2,0.7,2.3,0.5,0.3,1.2,0.8,-307.0,1500.0,1807.0,0.5,0.0,home_win
1991-02-09,Malta,Portugal,False,UEFA Euro qualification,0.0,0.3,0.4,2.8,0.4,0.3,1.3,1.1,-307.0,1500.0,1807.0,0.0,-1.0,away_win
1991-02-20,France,Spain,False,UEFA Euro qualification,0.5,0.3,1.4,0.9,0.5,0.2,2.5,1.1,-9.0,1928.0,1937.0,0.5,0.0,home_win
1991-02-20,Portugal,Malta,False,UEFA Euro qualification,0.5,0.2,1.3,1.0,0.0,0.2,0.2,2.7,307.0,1807.0,1500.0,0.8,1.0,home_win
1991-02-27,Belgium,Luxembourg,False,UEFA Euro qualification,0.5,0.2,2.0,1.1,0.0,0.1,0.5,2.6,316.0,1816.0,1500.0,0.8571428571428571,3.2857142857142856,home_win
1991-03-13,Netherlands,Malta,False,UEFA Euro qualification,0.5,0.3,1.9,0.6,0.0,0.2,0.2,3.0,448.0,1948.0,1500.0,1.0,6.333333333333333,home_win
1991-03-27,Belgium,Wales,False,UEFA Euro qualification,0.5,0.2,2.1,1.0,0.2,0.2,0.8,1.2,316.0,1816.0,1500.0,0.5,0.0,draw
1991-03-27,England,Republic of Ireland,False,UEFA Euro qualification,0.4,0.5,1.1,0.7,0.4,0.5,1.5,0.4,490.0,1990.0,1500.0,0.2857142857142857,0.7142857142857143,draw
1991-03-27,San Marino,Romania,False,UEFA Euro qualification,0.0,0.0,0.0,5.0,0.4,0.2,1.5,1.2,0.0,1500.0,1500.0,0.5,0.0,away_win
1991-03-27,Scotland,Bulgaria,False,UEFA Euro qualification,0.4,0.2,1.1,1.4,0.2,0.2,1.0,1.2,275.0,1775.0,1500.0,0.3333333333333333,0.3333333333333333,draw
1991-03-27,Yugoslavia,Northern Ireland,False,UEFA Euro qualification,0.8,0.1,1.9,0.8,0.1,0.3,0.4,1.5,0.0,1500.0,1500.0,0.6666666666666666,1.0,home_win
1991-03-30,France,Albania,False,UEFA Euro qualification,0.6,0.2,1.6,0.9,0.0,0.0,0.3,3.2,428.0,1928.0,1500.0,0.5,0.0,home_win
1991-04-03,Switzerland,Romania,False,UEFA Euro qualification,0.3,0.1,1.3,1.5,0.4,0.2,1.7,1.3,218.0,1718.0,1500.0,0.2857142857142857,0.2857142857142857,draw
1991-04-03,Cyprus,Hungary,False,UEFA Euro qualification,0.0,0.0,0.7,3.0,0.2,0.6,1.2,1.5,0.0,1500.0,1500.0,0.0,-1.4,away_win
1991-04-17,Hungary,Russia,False,UEFA Euro qualification,0.3,0.5,1.2,1.3,0.4,0.3,1.1,0.7,0.0,1500.0,1500.0,0.3,-0.9,away_win
1991-04-17,Netherlands,Finland,False,UEFA Euro qualification,0.5,0.3,1.9,0.6,0.2,0.3,0.8,1.8,448.0,1948.0,1500.0,1.0,2.25,home_win
1991-04-17,Poland,Türkiye,False,UEFA Euro qualification,0.4,0.1,0.6,1.2,0.3,0.1,1.2,1.6,-113.0,1500.0,1613.0,0.6666666666666666,1.3333333333333333,home_win
1991-05-01,Yugoslavia,Denmark,False,UEFA Euro qualification,0.8,0.1,2.2,0.9,0.4,0.3,2.0,1.2,0.0,1500.0,1500.0,0.75,-0.25,away_win
